time_period,name,price_per_night,url
2025-06-26 bis 2025-06-29,Wohnung in Arbon,126 CHF,https://www.airbnb.com/rooms/1236020903801473419?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&source_impression_id=p3_1742766547_P3wETdgS69P6JfQ7&previous_page_section_name=1000&federated_search_id=ffede753-c80d-4515-be94-bb455943b866
2025-06-26 bis 2025-06-29,Zimmer in Gais,88 CHF,https://www.airbnb.com/rooms/562829776874682678?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=1371354839&source_impression_id=p3_1742766547_P3V3C9ppIhVv4D6w&previous_page_section_name=1000&federated_search_id=ffede753-c80d-4515-be94-bb455943b866
2025-06-26 bis 2025-06-29,Zimmer in Wittenbach,38 CHF,https://www.airbnb.com/rooms/1247805847843082135?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=1995448200&source_impression_id=p3_1742766547_P3-R4PisfNk5pBSb&previous_page_section_name=1000&federated_search_id=ffede753-c80d-4515-be94-bb455943b866
2025-06-26 bis 2025-06-29,Bauernhof in Herisau,587 CHF,https://www.airbnb.com/rooms/1254262698928353569?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&source_impression_id=p3_1742766547_P3RqKaISCnq8AgcI&previous_page_section_name=1000&federated_search_id=ffede753-c80d-4515-be94-bb455943b866
2025-06-26 bis 2025-06-29,Wohnung in Herisau,261 CHF,https://www.airbnb.com/rooms/52104598?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&source_impression_id=p3_1742766547_P3boaGqHmApMLB_N&previous_page_section_name=1000&federated_search_id=ffede753-c80d-4515-be94-bb455943b866
2025-06-26 bis 2025-06-29,Zimmer in Teufen,69 CHF,https://www.airbnb.com/rooms/1301376150025215370?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=2039855339&source_impression_id=p3_1742766547_P3SM7MI8nFBnkE4k&previous_page_section_name=1000&federated_search_id=ffede753-c80d-4515-be94-bb455943b866
2025-06-26 bis 2025-06-29,Wohnung in Rorschach,202 CHF,https://www.airbnb.com/rooms/40149066?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&source_impression_id=p3_1742766547_P3Ryn6DVzvqap6G2&previous_page_section_name=1000&federated_search_id=ffede753-c80d-4515-be94-bb455943b866
2025-06-26 bis 2025-06-29,Zimmer in Arbon,71 CHF,https://www.airbnb.com/rooms/38351697?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=1445634619&source_impression_id=p3_1742766547_P3YjfzZBTSLX8Jkp&previous_page_section_name=1000&federated_search_id=ffede753-c80d-4515-be94-bb455943b866
2025-06-26 bis 2025-06-29,Privatunterkunft in Eichberg,76 CHF,https://www.airbnb.com/rooms/1342068692139434177?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&source_impression_id=p3_1742766547_P3zxaD0IbB-wiR_G&previous_page_section_name=1000&federated_search_id=ffede753-c80d-4515-be94-bb455943b866
2025-06-26 bis 2025-06-29,Eigentumswohnung in Rorschach,202 CHF,https://www.airbnb.com/rooms/1060410531932905625?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&source_impression_id=p3_1742766547_P3XAKPDgokML0jU-&previous_page_section_name=1000&federated_search_id=ffede753-c80d-4515-be94-bb455943b866
2025-06-26 bis 2025-06-29,Zimmer in Marbach,75 CHF,https://www.airbnb.com/rooms/627416876997471004?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=1444775057&source_impression_id=p3_1742766547_P3iETPu3UNJjX5Ai&previous_page_section_name=1000&federated_search_id=ffede753-c80d-4515-be94-bb455943b866
2025-06-26 bis 2025-06-29,Wohnung in Waldstatt,140 CHF,https://www.airbnb.com/rooms/1341331198167175328?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&source_impression_id=p3_1742766547_P3sqN5zejgkvv9_0&previous_page_section_name=1000&federated_search_id=ffede753-c80d-4515-be94-bb455943b866
2025-06-26 bis 2025-06-29,Wohnung in St. Gallen,264 CHF,https://www.airbnb.com/rooms/34164018?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&source_impression_id=p3_1742766547_P33ovdtn1I5i0jKr&previous_page_section_name=1000&federated_search_id=ffede753-c80d-4515-be94-bb455943b866
2025-06-26 bis 2025-06-29,Gästehaus in Heiden,150 CHF,https://www.airbnb.com/rooms/995398820565705403?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&source_impression_id=p3_1742766559_P3UxgEiNJLbSEK4k&previous_page_section_name=1000&federated_search_id=9153b633-bccd-48b3-ae6d-4fca782789d8
2025-06-26 bis 2025-06-29,Privatunterkunft in Gais,251 CHF,https://www.airbnb.com/rooms/1202272228659486792?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&source_impression_id=p3_1742766560_P3ESXMDfwA7BRSsH&previous_page_section_name=1000&federated_search_id=9153b633-bccd-48b3-ae6d-4fca782789d8
2025-06-26 bis 2025-06-29,Wohnung in Andwil,100 CHF,https://www.airbnb.com/rooms/49188864?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&source_impression_id=p3_1742766560_P3CYTJCak0Hvlj5c&previous_page_section_name=1000&federated_search_id=9153b633-bccd-48b3-ae6d-4fca782789d8
2025-06-26 bis 2025-06-29,Wohnung in Gossau,161 CHF,https://www.airbnb.com/rooms/988374776070444571?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&source_impression_id=p3_1742766560_P3aKECKFTYFVes_9&previous_page_section_name=1000&federated_search_id=9153b633-bccd-48b3-ae6d-4fca782789d8
2025-06-26 bis 2025-06-29,Wohnung in Andwil,126 CHF,https://www.airbnb.com/rooms/1156600890595040497?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&source_impression_id=p3_1742766560_P3d5GRSLR0jhty_i&previous_page_section_name=1000&federated_search_id=9153b633-bccd-48b3-ae6d-4fca782789d8
2025-06-26 bis 2025-06-29,Loft in Gais,82 CHF,https://www.airbnb.com/rooms/44001489?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&source_impression_id=p3_1742766560_P3jG5IuoLK1WX93g&previous_page_section_name=1000&federated_search_id=9153b633-bccd-48b3-ae6d-4fca782789d8
2025-06-26 bis 2025-06-29,Zimmer in Gais,67 CHF,https://www.airbnb.com/rooms/1306625975434199496?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=2074790309&source_impression_id=p3_1742766560_P3KB8gQeT14_et2w&previous_page_section_name=1000&federated_search_id=9153b633-bccd-48b3-ae6d-4fca782789d8
2025-06-26 bis 2025-06-29,Wohnung in St. Gallen,258 CHF,https://www.airbnb.com/rooms/1279050772829252627?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&source_impression_id=p3_1742766560_P32Y0qJPPhAB2raY&previous_page_section_name=1000&federated_search_id=9153b633-bccd-48b3-ae6d-4fca782789d8
2025-06-26 bis 2025-06-29,Zimmer in Hundwil,49 CHF,https://www.airbnb.com/rooms/1103737443919046943?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=1929858769&source_impression_id=p3_1742766560_P3m3VwQEUzSo8QJS&previous_page_section_name=1000&federated_search_id=9153b633-bccd-48b3-ae6d-4fca782789d8
2025-06-26 bis 2025-06-29,Wohnung in St. Gallen,218 CHF,https://www.airbnb.com/rooms/631007400205214375?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&source_impression_id=p3_1742766560_P3s1qU7Lcz6uR7tk&previous_page_section_name=1000&federated_search_id=9153b633-bccd-48b3-ae6d-4fca782789d8
2025-06-26 bis 2025-06-29,Unterkunft in Eggersriet,92 CHF,https://www.airbnb.com/rooms/1105183214922616099?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&source_impression_id=p3_1742766560_P3WvPmVnqLcctvD7&previous_page_section_name=1000&federated_search_id=9153b633-bccd-48b3-ae6d-4fca782789d8
2025-06-26 bis 2025-06-29,Unterkunft in Heiden,96 CHF,https://www.airbnb.com/rooms/1145675402387119544?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&source_impression_id=p3_1742766560_P39iOatqxCaIvys6&previous_page_section_name=1000&federated_search_id=9153b633-bccd-48b3-ae6d-4fca782789d8
2025-06-26 bis 2025-06-29,Zimmer in Arbon,67 CHF,https://www.airbnb.com/rooms/37211362?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=1096063320&source_impression_id=p3_1742766560_P3tHAITYk65tDOKB&previous_page_section_name=1000&federated_search_id=9153b633-bccd-48b3-ae6d-4fca782789d8
2025-06-26 bis 2025-06-29,Wohnung in Waldstatt,161 CHF,https://www.airbnb.com/rooms/793568682110326740?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&source_impression_id=p3_1742766560_P3WBHCeXAsQLXRZA&previous_page_section_name=1000&federated_search_id=9153b633-bccd-48b3-ae6d-4fca782789d8
2025-06-26 bis 2025-06-29,Wohnung in Gais,100 CHF,https://www.airbnb.com/rooms/34702005?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&source_impression_id=p3_1742766560_P35gKigAYl8Foi5x&previous_page_section_name=1000&federated_search_id=9153b633-bccd-48b3-ae6d-4fca782789d8
2025-06-26 bis 2025-06-29,Wohnung in St. Gallen,258 CHF,https://www.airbnb.com/rooms/1378804535792044479?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&source_impression_id=p3_1742766560_P364mvVwsgwhgaHQ&previous_page_section_name=1000&federated_search_id=9153b633-bccd-48b3-ae6d-4fca782789d8
2025-06-26 bis 2025-06-29,Wohnung in Herisau,380 CHF,https://www.airbnb.com/rooms/52105121?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&source_impression_id=p3_1742766560_P37HfYrruYppvy85&previous_page_section_name=1000&federated_search_id=9153b633-bccd-48b3-ae6d-4fca782789d8
2025-06-26 bis 2025-06-29,Eigentumswohnung in Arbon,150 CHF,https://www.airbnb.com/rooms/618439493761954175?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&source_impression_id=p3_1742766560_P3xei5aArxLSkuPx&previous_page_section_name=1000&federated_search_id=9153b633-bccd-48b3-ae6d-4fca782789d8
2025-06-26 bis 2025-06-29,Wohnung in Arbon,211 CHF,https://www.airbnb.com/rooms/551992448309025228?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&source_impression_id=p3_1742766573_P3CNY8jnEn5Vo7oB&previous_page_section_name=1000&federated_search_id=d1559b93-f02b-4337-a799-e51ab2758849
2025-06-26 bis 2025-06-29,Wohnung in Lustmühle,123 CHF,https://www.airbnb.com/rooms/39664013?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&source_impression_id=p3_1742766573_P3h77oeBInpdBh6R&previous_page_section_name=1000&federated_search_id=d1559b93-f02b-4337-a799-e51ab2758849
2025-06-26 bis 2025-06-29,Jurte (Rundzelt) in Bischofszell,76 CHF,https://www.airbnb.com/rooms/3274145?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&source_impression_id=p3_1742766573_P3jWadOURJRetzp7&previous_page_section_name=1000&federated_search_id=d1559b93-f02b-4337-a799-e51ab2758849
2025-06-26 bis 2025-06-29,Wohnung in St. Gallen,255 CHF,https://www.airbnb.com/rooms/1309616210634972262?check_in=2025-06-26&check_out=2025-06-29&search_mode=regular_search&source_impression_id=p3_1742766573_P3mXV8tXWgMqlq8A&previous_page_section_name=1000&federated_search_id=d1559b93-f02b-4337-a799-e51ab2758849
2025-10-09 bis 2025-10-19,Wohnung in St. Gallen,95 CHF,https://www.airbnb.com/rooms/1272414733514963281?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766583_P3K1p3rE7AmY4VRw&previous_page_section_name=1000&federated_search_id=59706ee1-aa18-4bce-bf0a-6001640f181c
2025-10-09 bis 2025-10-19,Wohnung in St. Gallen,61 CHF,https://www.airbnb.com/rooms/1369357827038202553?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766583_P3FGl9m0Hect-Sor&previous_page_section_name=1000&federated_search_id=59706ee1-aa18-4bce-bf0a-6001640f181c
2025-10-09 bis 2025-10-19,Wohnung in St. Gallen,87 CHF,https://www.airbnb.com/rooms/39076896?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766583_P3dV8DpZ80-dHDFP&previous_page_section_name=1000&federated_search_id=59706ee1-aa18-4bce-bf0a-6001640f181c
2025-10-09 bis 2025-10-19,Wohnung in St. Gallen,162 CHF,https://www.airbnb.com/rooms/1345627790337068856?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766583_P3y60diK9b64-Tma&previous_page_section_name=1000&federated_search_id=59706ee1-aa18-4bce-bf0a-6001640f181c
2025-10-09 bis 2025-10-19,Wohnung in St. Gallen,50 CHF,https://www.airbnb.com/rooms/26252048?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766583_P3HUzxKW00RHUr-A&previous_page_section_name=1000&federated_search_id=59706ee1-aa18-4bce-bf0a-6001640f181c
2025-10-09 bis 2025-10-19,Zimmer in St. Gallen,71 CHF,https://www.airbnb.com/rooms/1188930325214083127?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=1940734657&source_impression_id=p3_1742766583_P3yclWmfxxL86Jti&previous_page_section_name=1000&federated_search_id=59706ee1-aa18-4bce-bf0a-6001640f181c
2025-10-09 bis 2025-10-19,Wohnung in St. Gallen,69 CHF,https://www.airbnb.com/rooms/810193274543553942?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766583_P3XAQFXJKeuRCoOw&previous_page_section_name=1000&federated_search_id=59706ee1-aa18-4bce-bf0a-6001640f181c
2025-10-09 bis 2025-10-19,Wohnung in St. Gallen,76 CHF,https://www.airbnb.com/rooms/1258654575298959105?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766583_P3AHWTiNz46zmgRr&previous_page_section_name=1000&federated_search_id=59706ee1-aa18-4bce-bf0a-6001640f181c
2025-10-09 bis 2025-10-19,Wohnung in St. Gallen,69 CHF,https://www.airbnb.com/rooms/794847112063101272?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766583_P3cmhMak_5zwwJzn&previous_page_section_name=1000&federated_search_id=59706ee1-aa18-4bce-bf0a-6001640f181c
2025-10-09 bis 2025-10-19,Wohnung in St. Gallen,101 CHF,https://www.airbnb.com/rooms/1002032650200924193?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766583_P3rqcVDyRdYDe6z5&previous_page_section_name=1000&federated_search_id=59706ee1-aa18-4bce-bf0a-6001640f181c
2025-10-09 bis 2025-10-19,Zimmer in St. Gallen,72 CHF,https://www.airbnb.com/rooms/1244108781114001566?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=1992369537&source_impression_id=p3_1742766583_P3-Vrj6RM9vXSFbz&previous_page_section_name=1000&federated_search_id=59706ee1-aa18-4bce-bf0a-6001640f181c
2025-10-09 bis 2025-10-19,Loft in Wittenbach,98 CHF,https://www.airbnb.com/rooms/52139216?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766583_P3qdqJ-EC8UOweLj&previous_page_section_name=1000&federated_search_id=59706ee1-aa18-4bce-bf0a-6001640f181c
2025-10-09 bis 2025-10-19,Zimmer in St. Gallen,38 CHF,https://www.airbnb.com/rooms/1249206762119913900?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=2077775382&source_impression_id=p3_1742766583_P3pkc8ojd_LnaYVm&previous_page_section_name=1000&federated_search_id=59706ee1-aa18-4bce-bf0a-6001640f181c
2025-10-09 bis 2025-10-19,Zimmer in St. Gallen,41 CHF,https://www.airbnb.com/rooms/1259385641646760181?check_in=2025-10-12&check_out=2025-10-21&search_mode=regular_search&adults=1&category_tag=Tag%3A8678&children=0&infants=0&pets=0&photo_id=2005317282&source_impression_id=p3_1742766584_P3T_LXjy-3N_ui9-&previous_page_section_name=1000&federated_search_id=59706ee1-aa18-4bce-bf0a-6001640f181c
2025-10-09 bis 2025-10-19,Cottage in Heiden,168 CHF,https://www.airbnb.com/rooms/695453496540369105?check_in=2025-10-11&check_out=2025-10-20&search_mode=regular_search&adults=1&children=0&infants=0&pets=0&source_impression_id=p3_1742766584_P3CmIXs25xkAn02g&previous_page_section_name=1000&federated_search_id=59706ee1-aa18-4bce-bf0a-6001640f181c
2025-10-09 bis 2025-10-19,Wohnung in Thal,110 CHF,https://www.airbnb.com/rooms/42016153?check_in=2025-10-09&check_out=2025-10-18&search_mode=regular_search&adults=1&children=0&infants=0&pets=0&source_impression_id=p3_1742766584_P3GnGo_fUN-F8LgP&previous_page_section_name=1000&federated_search_id=59706ee1-aa18-4bce-bf0a-6001640f181c
2025-10-09 bis 2025-10-19,Wohnung in Rebstein,84 CHF,https://www.airbnb.com/rooms/44644104?check_in=2025-10-11&check_out=2025-10-20&search_mode=regular_search&adults=1&children=0&infants=0&pets=0&source_impression_id=p3_1742766584_P3pNhp6edNeB2t8H&previous_page_section_name=1000&federated_search_id=59706ee1-aa18-4bce-bf0a-6001640f181c
2025-10-09 bis 2025-10-19,Wohnung in St. Gallen,105 CHF,https://www.airbnb.com/rooms/751359808295391180?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766583_P3d_NMZl-9y-1XGo&previous_page_section_name=1000&federated_search_id=59706ee1-aa18-4bce-bf0a-6001640f181c
2025-10-09 bis 2025-10-19,Zimmer in St. Gallen,84 CHF,https://www.airbnb.com/rooms/27218491?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=740223289&source_impression_id=p3_1742766583_P3tb5dqBi9V3ebGP&previous_page_section_name=1000&federated_search_id=59706ee1-aa18-4bce-bf0a-6001640f181c
2025-10-09 bis 2025-10-19,Zimmer in St. Gallen,59 CHF,https://www.airbnb.com/rooms/1050155248804139421?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=1807180061&source_impression_id=p3_1742766583_P3SGHCzs0WEEye90&previous_page_section_name=1000&federated_search_id=59706ee1-aa18-4bce-bf0a-6001640f181c
2025-10-09 bis 2025-10-19,Wohnung in St. Gallen,107 CHF,https://www.airbnb.com/rooms/964210138285327314?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766583_P3LXRBTFmOQbsdEU&previous_page_section_name=1000&federated_search_id=59706ee1-aa18-4bce-bf0a-6001640f181c
2025-10-09 bis 2025-10-19,Wohnung in St. Gallen,111 CHF,https://www.airbnb.com/rooms/1041922452595008344?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766583_P30xtlQA3VKu9oU1&previous_page_section_name=1000&federated_search_id=59706ee1-aa18-4bce-bf0a-6001640f181c
2025-10-09 bis 2025-10-19,Wohnung in Goldach,73 CHF,https://www.airbnb.com/rooms/1152917005837922136?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766612_P3y70fzVPNBHrkZP&previous_page_section_name=1000&federated_search_id=38f423e5-c994-44f2-b5a7-1bb8b192e6ac
2025-10-09 bis 2025-10-19,Wohnung in Bühler,73 CHF,https://www.airbnb.com/rooms/951322252626366335?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766613_P3HvZVEYY575StgO&previous_page_section_name=1000&federated_search_id=38f423e5-c994-44f2-b5a7-1bb8b192e6ac
2025-10-09 bis 2025-10-19,Chalet in Herisau,60 CHF,https://www.airbnb.com/rooms/49508201?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766613_P3BZJXMmYaKZabV4&previous_page_section_name=1000&federated_search_id=38f423e5-c994-44f2-b5a7-1bb8b192e6ac
2025-10-09 bis 2025-10-19,Wohnung in Herisau,104 CHF,https://www.airbnb.com/rooms/976660285467973872?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766613_P3EY-KHYfqAHatQG&previous_page_section_name=1000&federated_search_id=38f423e5-c994-44f2-b5a7-1bb8b192e6ac
2025-10-09 bis 2025-10-19,Wohnung in St. Gallen,134 CHF,https://www.airbnb.com/rooms/851924212614923026?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766613_P3_kRJmOz4OO0njk&previous_page_section_name=1000&federated_search_id=38f423e5-c994-44f2-b5a7-1bb8b192e6ac
2025-10-09 bis 2025-10-19,Wohnung in Goldach,77 CHF,https://www.airbnb.com/rooms/19566593?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766613_P399pbvzNjyzuR9H&previous_page_section_name=1000&federated_search_id=38f423e5-c994-44f2-b5a7-1bb8b192e6ac
2025-10-09 bis 2025-10-19,Zimmer in Herisau,43 CHF,https://www.airbnb.com/rooms/33425237?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=1682983843&source_impression_id=p3_1742766613_P3f2fXqDElY13XBh&previous_page_section_name=1000&federated_search_id=38f423e5-c994-44f2-b5a7-1bb8b192e6ac
2025-10-09 bis 2025-10-19,Wohnung in Arbon,69 CHF,https://www.airbnb.com/rooms/16345691?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766613_P3eBaYiN6nVWrY7S&previous_page_section_name=1000&federated_search_id=38f423e5-c994-44f2-b5a7-1bb8b192e6ac
2025-10-09 bis 2025-10-19,Wohnung in St. Gallen,106 CHF,https://www.airbnb.com/rooms/5555102?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766613_P3JLPkKetrkveVBf&previous_page_section_name=1000&federated_search_id=38f423e5-c994-44f2-b5a7-1bb8b192e6ac
2025-10-09 bis 2025-10-19,Zimmer in St. Gallen,67 CHF,https://www.airbnb.com/rooms/18440897?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=300964172&source_impression_id=p3_1742766613_P3TIHtjyiMhAbBkS&previous_page_section_name=1000&federated_search_id=38f423e5-c994-44f2-b5a7-1bb8b192e6ac
